Mod:Item:MetaData, Localized Name
harvestcraft:apricotjellyItem, 杏子果酱
harvestcraft:applejellyItem, 苹果果酱
harvestcraft:blackberryjellyItem, 黑莓果酱
harvestcraft:blueberryjellyItem, 蓝莓果酱
harvestcraft:cherryjellyItem, 樱桃果酱
harvestcraft:cranberryjellyItem, 蔓越莓酱
harvestcraft:kiwijellyItem, 猕猴桃果酱
harvestcraft:lemonjellyItem, 柠檬果酱
harvestcraft:limejellyItem, 酸橙果酱
harvestcraft:mangojellyItem, 芒果果酱
harvestcraft:orangejellyItem, 橙子果酱
harvestcraft:papayajellyItem, 木瓜果酱
harvestcraft:peachjellyItem, 桃子果酱
harvestcraft:pomegranatejellyItem, 石榴果酱
harvestcraft:raspberryjellyItem, 树莓果酱
harvestcraft:starfruitjellyItem, 杨桃果酱
harvestcraft:strawberryjellyItem, 草莓果酱
harvestcraft:watermelonjellyItem, 西瓜果酱
harvestcraft:figjellyItem, 无花果酱
harvestcraft:grapefruitjellyItem, 葡萄柚果酱
harvestcraft:persimmonjellyItem, 柿子果酱
harvestcraft:pearjellyItem, 秋梨枇杷冻
harvestcraft:plumjellyItem, 李子果酱
harvestcraft:grapejellyItem, 葡萄果酱
harvestcraft:gooseberryjellyItem, 醋栗果酱
harvestcraft:toastItem, 烤面包
harvestcraft:vegemiteontoastItem, 维吉米特黑酱土司
harvestcraft:cheeseontoastItem, 干酪土司
harvestcraft:beansontoastItem, 茄汁豆吐司
harvestcraft:frenchtoastItem, 法式吐司
harvestcraft:fairybreadItem, 仙女面包
harvestcraft:honeysandwichItem, 蜂蜜三明治
harvestcraft:hamsweetpicklesandwichItem, 火腿甜三明治
harvestcraft:toastsandwichItem, 烤三明治
harvestcraft:pbandjItem, 花生酱果酱三明治
harvestcraft:applejellysandwichItem, 苹果果酱三明治
harvestcraft:apricotjellysandwichItem, 杏子果酱三明治
harvestcraft:blackberryjellysandwichItem, 黑莓果酱三明治
harvestcraft:blueberryjellysandwichItem, 蓝莓果酱三明治
harvestcraft:cherryjellysandwichItem, 樱桃果酱三明治
harvestcraft:cranberryjellysandwichItem, 蔓越莓果酱三明治
harvestcraft:figjellysandwichItem, 无花果酱三明治
harvestcraft:gooseberryjellysandwichItem, 醋栗果酱三明治
harvestcraft:grapefruitjellysandwichItem, 葡萄柚果酱三明治
harvestcraft:kiwijellysandwichItem, 猕猴桃果酱三明治
harvestcraft:lemonjellysandwichItem, 柠檬果酱三明治
harvestcraft:limejellysandwichItem, 酸橙果酱三明治
harvestcraft:mangojellysandwichItem, 芒果果酱三明治
harvestcraft:orangejellysandwichItem, 橙子果酱三明治
harvestcraft:papayajellysandwichItem, 木瓜果酱三明治
harvestcraft:peachjellysandwichItem, 桃子果酱三明治
harvestcraft:pearjellysandwichItem, 秋梨枇杷冻三明治
harvestcraft:persimmonjellysandwichItem, 柿子果酱三明治
harvestcraft:plumjellysandwichItem, 李子果酱三明治
harvestcraft:pomegranatejellysandwichItem, 石榴果酱三明治
harvestcraft:raspberryjellysandwichItem, 树莓果酱三明治
harvestcraft:starfruitjellysandwichItem, 杨桃果酱三明治
harvestcraft:strawberryjellysandwichItem, 草莓果酱三明治
harvestcraft:watermelonjellysandwichItem, 西瓜果酱三明治
harvestcraft:plainyogurtItem, 原味酸奶
harvestcraft:pineappleyogurtItem, 菠萝酸奶
harvestcraft:appleyogurtItem, 苹果酸奶
harvestcraft:apricotyogurtItem, 杏子酸奶
harvestcraft:bananayogurtItem, 香蕉酸奶
harvestcraft:blackberryyogurtItem, 黑莓酸奶
harvestcraft:blueberryyogurtItem, 蓝莓酸奶
harvestcraft:cherryyogurtItem, 樱桃酸奶
harvestcraft:chocolateyogurtItem, 巧克力酸奶
harvestcraft:coconutyogurtItem, 椰子酸奶
harvestcraft:cranberryyogurtItem, 蔓越莓酸奶
harvestcraft:figyogurtItem, 无花果酸奶
harvestcraft:gooseberryyogurtItem, 醋栗酸奶
harvestcraft:grapefruityogurtItem, 葡萄柚酸奶
harvestcraft:grapeyogurtItem, 葡萄酸奶
harvestcraft:kiwiyogurtItem, 猕猴桃酸奶
harvestcraft:lemonyogurtItem, 柠檬酸奶
harvestcraft:limeyogurtItem, 酸橙酸奶
harvestcraft:mangoyogurtItem, 芒果酸奶
harvestcraft:melonyogurtItem, 西瓜酸奶
harvestcraft:orangeyogurtItem, 橙子酸奶
harvestcraft:papayayogurtItem, 木瓜酸奶
harvestcraft:peachyogurtItem, 桃子酸奶
harvestcraft:pearyogurtItem, 梨子酸奶
harvestcraft:persimmonyogurtItem, 柿子酸奶
harvestcraft:plumyogurtItem, 李子酸奶
harvestcraft:pomegranateyogurtItem, 石榴酸奶
harvestcraft:pumpkinyogurtItem, 南瓜酸奶
harvestcraft:raspberryyogurtItem, 树莓酸奶
harvestcraft:starfruityogurtItem, 杨桃酸奶
harvestcraft:strawberryyogurtItem, 草莓酸奶
harvestcraft:vanillayogurtItem, 香草酸奶
harvestcraft:carrotcakeItem, 胡萝卜蛋糕
harvestcraft:cheesecakeItem, 奶酪蛋糕
harvestcraft:cherrycheesecakeItem, 樱桃奶酪蛋糕
harvestcraft:pumpkincheesecakeItem, 南瓜芝士蛋糕
harvestcraft:chocolatesprinklecakeItem, 巧克力蛋糕
harvestcraft:holidaycakeItem, 节日蛋糕
harvestcraft:pineappleupsidedowncakeItem, 菠萝翻转蛋糕
harvestcraft:redvelvetcakeItem, 红丝绒蛋糕
harvestcraft:pavlovaItem, 巴甫洛娃蛋糕
harvestcraft:lamingtonItem, 拉明顿蛋糕
harvestcraft:applepieItem, 苹果派
harvestcraft:strawberrypieItem, 草莓派
harvestcraft:blueberrypieItem, 蓝莓派
harvestcraft:cherrypieItem, 樱桃派
harvestcraft:raspberrypieItem, 树莓派
harvestcraft:gooseberrypieItem, 醋栗馅饼
harvestcraft:pecanpieItem, 核桃派
harvestcraft:sweetpotatopieItem, 红薯派
harvestcraft:keylimepieItem, 酸橙派
harvestcraft:fruitcrumbleItem, 水果松脆饼
harvestcraft:peachcobblerItem, 桃子馅饼
harvestcraft:blackberrycobblerItem, 黑莓馅饼
harvestcraft:gingeredrhubarbtartItem, 大黄生姜挞
harvestcraft:sweetpotatosouffleItem, 红薯派
harvestcraft:raspberrytrifleItem, 树莓蛋奶层叠蛋糕
harvestcraft:mincepieItem, 水果馅饼
harvestcraft:chickenpotpieItem, 鸡肉派
harvestcraft:spinachpieItem, 菠菜派
harvestcraft:pumpkinmuffinItem, 南瓜松糕
harvestcraft:blueberrymuffinItem, 蓝莓松糕
harvestcraft:banananutbreadItem, 香蕉坚果面包
harvestcraft:gingerbreadItem, 生姜面包
harvestcraft:walnutraisinbreadItem, 核桃葡萄干面包
harvestcraft:pumpkinbreadItem, 南瓜面包
harvestcraft:datenutbreadItem, 椰枣坚果面包
harvestcraft:zucchinibreadItem, 西葫芦面包
harvestcraft:cornbreadItem, 玉米面包
harvestcraft:croissantItem, 羊角面包
harvestcraft:donutItem, 甜甜圈
harvestcraft:chocolatedonutItem, 巧克力甜甜圈
harvestcraft:powdereddonutItem, 粉甜甜圈
harvestcraft:jellydonutItem, 果酱甜甜圈
harvestcraft:frosteddonutItem, 糖霜甜甜圈
harvestcraft:cinnamonsugardonutItem, 肉桂糖炸面圈
harvestcraft:cinnamonrollItem, 肉桂卷
harvestcraft:jamrollItem, 果酱卷
harvestcraft:baklavaItem, 果仁蜜饼
harvestcraft:custardItem, 奶油蛋羹
harvestcraft:chocolaterollItem, 巧克力蛋卷
harvestcraft:sunflowerwheatrollsItem, 瓜子蛋糕卷
harvestcraft:spicebunItem, 香料圆面包
harvestcraft:chaoscookieItem, 混沌饼干
harvestcraft:gingersnapsItem, 姜饼
harvestcraft:creamcookieItem, 奶油饼干
harvestcraft:jaffaItem, 佳发蛋糕
harvestcraft:biscuitItem, 烤软饼
harvestcraft:damperItem, 丹波面包
harvestcraft:raisincookiesItem, 葡萄干饼干
harvestcraft:brownieItem, 核仁巧克力饼
harvestcraft:lemonbarItem, 柠檬方糕
harvestcraft:cranberrybarItem, 蔓越莓棒
harvestcraft:figbarItem, 无花果馅饼
harvestcraft:chocolatebarItem, 巧克力棒
harvestcraft:honeycombchocolatebarItem, 蜂蜜巧克力棒
harvestcraft:cherrycoconutchocolatebarItem, 樱桃椰子巧克力棒
harvestcraft:chilichocolateItem, 辣椒巧克力
harvestcraft:chocolatecaramelfudgeItem, 巧克力焦糖
harvestcraft:jellybeansItem, 软心豆粒糖
harvestcraft:gummybearsItem, 小熊软糖
harvestcraft:marzipanItem, 扁桃仁糖膏
harvestcraft:taffyItem, 太妃糖
harvestcraft:peppermintItem, 薄荷糖
harvestcraft:peanutbuttercookiesItem, 花生酱饼干
harvestcraft:timtamItem, 巧克力威化
harvestcraft:lemonmeringueItem, 柠檬酥
harvestcraft:snickersbarItem, 士力架
harvestcraft:pralinesItem, 胡桃糖
harvestcraft:raisinsItem, 葡萄干
harvestcraft:trailmixItem, 什锦蜜饯
harvestcraft:candiedwalnutsItem, 蜜汁核桃
harvestcraft:candiedsweetpotatoesItem, 蜜汁红薯
harvestcraft:candiedgingerItem, 香甜姜糖
harvestcraft:marshmellowsItem, 棉花糖
harvestcraft:ricecakeItem, 米糕
harvestcraft:lavendershortbreadItem, 薰衣草饼干
harvestcraft:crackerItem, 薄脆饼干
harvestcraft:poachedpearItem, 水煮梨
harvestcraft:caramelappleItem, 焦糖苹果
harvestcraft:chocolatestrawberryItem, 巧克力草莓
harvestcraft:chocolatecherryItem, 巧克力樱桃
harvestcraft:wafflesItem, 华夫饼
harvestcraft:maplesyrupwafflesItem, 枫糖华夫饼
harvestcraft:pancakesItem, 煎饼
harvestcraft:blueberrypancakesItem, 蓝莓煎饼
harvestcraft:maplesyruppancakesItem, 枫糖煎饼
harvestcraft:cornflakesItem, 玉米片
harvestcraft:museliItem, 杂锦果麦
harvestcraft:hashItem, 大杂烩
harvestcraft:mapleoatmealItem, 枫糖燕麦片
harvestcraft:peachesandcreamoatmealItem, 桃子味奶油燕麦片
harvestcraft:cinnamonappleoatmealItem, 苹果味肉桂燕麦片
harvestcraft:icecreamItem, 冰淇淋
harvestcraft:chocolateicecreamItem, 巧克力冰淇淋
harvestcraft:strawberryicecreamItem, 草莓冰淇淋
harvestcraft:vanillaicecreamItem, 香草冰淇淋
harvestcraft:neapolitanicecreamItem, 那不勒斯冰淇淋
harvestcraft:cherryicecreamItem, 樱桃冰淇淋
harvestcraft:pistachioicecreamItem, 开心果冰淇淋
harvestcraft:spumoniicecreamItem, 意式冰淇淋
harvestcraft:caramelicecreamItem, 焦糖冰淇淋
harvestcraft:mochaicecreamItem, 摩卡冰淇淋
harvestcraft:mintchocolatechipicemcreamItem, 碎薄荷巧克力冰淇淋
harvestcraft:bananasplitItem, 香蕉圣代
harvestcraft:baconwrappeddatesItem, 培根包枣椰
harvestcraft:maplecandiedbaconItem, 枫糖培根
harvestcraft:chocolatebaconItem, 巧克力培根
harvestcraft:epicbaconItem, 史诗培根
harvestcraft:zombiejerkyItem, 僵尸肉干
harvestcraft:spidereyesoupItem, 蜘蛛眼汤
harvestcraft:nachoesItem, 烤辣味干酪玉米片
harvestcraft:guacamoleItem, 鳄梨沙拉酱
harvestcraft:tortillaItem, 墨西哥玉米饼
harvestcraft:tacoItem, 塔可饼
harvestcraft:fishtacoItem, 海鲜塔可饼
harvestcraft:randomtacoItem, 墨西哥卷饼
harvestcraft:avocadoburritoItem, 鳄梨玉米煎饼
harvestcraft:refriedbeansItem, 炸豆泥
harvestcraft:suaderoItem, 过油肉条
harvestcraft:bakedbeansItem, 烘豆
harvestcraft:yorkshirepuddingItem, 约克郡布丁
harvestcraft:gravyItem, 肉汁
harvestcraft:sausagerollItem, 香肠卷
harvestcraft:beanburritoItem, 豆玉米煎饼
harvestcraft:toadintheholeItem, 布丁香肠
harvestcraft:shrimpokrahushpuppiesItem, 虾肉秋葵玉米饼
harvestcraft:hushpuppiesItem, 黄金玉米球
harvestcraft:garlicbreadItem, 蒜蓉面包
harvestcraft:pumpkinoatsconesItem, 南瓜燕麦馅饼
harvestcraft:chikorollItem, 澳式春卷
harvestcraft:zeppoleItem, 炸面饼圈
harvestcraft:sausageinbreadItem, 香肠面包
harvestcraft:meatpieItem, 肉饼
harvestcraft:porksausageItem, 猪肉香肠
harvestcraft:bangersandmashItem, 香肠土豆泥
harvestcraft:cornishpastyItem, 康沃尔菜肉馅饼
harvestcraft:shepardspieItem, 土豆肉饼
harvestcraft:cottagepieItem, 农舍派
harvestcraft:beefwellingtonItem, 威灵顿牛排
harvestcraft:ploughmanslunchItem, 农夫午餐
harvestcraft:mushroomrisottoItem, 牛肝菌烩饭
harvestcraft:spagettiItem, 意大利面
harvestcraft:spagettiandmeatballsItem, 肉丸意大利面
harvestcraft:pizzaItem, 披萨
harvestcraft:supremepizzaItem, 至尊披萨
harvestcraft:meatfeastpizzaItem, 肉宴披萨
harvestcraft:vindalooItem, 温达卢咖喱
harvestcraft:paneerItem, 印度干酪
harvestcraft:garammasalaItem, 咖喱粉
harvestcraft:paneertikkamasalaItem, 香料烤鸡咖哩
harvestcraft:curryItem, 咖喱饭
harvestcraft:rainbowcurryItem, 彩虹咖喱
harvestcraft:chickencurryItem, 咖喱鸡
harvestcraft:naanItem, 印度烤饼
harvestcraft:mangochutneyItem, 芒果酸辣酱
harvestcraft:deluxechickencurryItem, 豪华咖喱鸡
harvestcraft:softpretzelItem, 椒盐脆饼
harvestcraft:softpretzelandmustardItem, 芥末椒盐脆饼
harvestcraft:sushiItem, 寿司
harvestcraft:coconutshrimpItem, 椰子虾
harvestcraft:californiarollItem, 加州卷
harvestcraft:futomakiItem, 大卷寿司
harvestcraft:sesamesnapsItem, 芝麻糖片
harvestcraft:manjuuItem, 日式馒头
harvestcraft:mochiItem, 麻薯
harvestcraft:kimchiItem, 泡菜
harvestcraft:dimsumItem, 点心
harvestcraft:generaltsochickenItem, 左宗棠鸡
harvestcraft:sesameballItem, 芝麻球
harvestcraft:porklomeinItem, 肉捞面
harvestcraft:chickengumboItem, 秋葵烩鸡
harvestcraft:stuffedpepperItem, 瓤柿子椒
harvestcraft:stuffedeggplantItem, 香酥茄盒
harvestcraft:stuffedmushroomItem, 瓤冬菇盒
harvestcraft:pickledbeetsItem, 腌制甜菜
harvestcraft:braisedonionsItem, 炖洋葱
harvestcraft:okrachipsItem, 盐烤秋葵
harvestcraft:roastpotatoesItem, 烤土豆
harvestcraft:bakedbeetsItem, 烤甜菜
harvestcraft:glazedcarrotsItem, 糖水胡萝卜
harvestcraft:bakedturnipsItem, 烤大头菜
harvestcraft:zestyzucchiniItem, 西葫芦意面
harvestcraft:bakedhamItem, 烤火腿
harvestcraft:apricotglazedporkItem, 杏釉猪肉
harvestcraft:pineapplehamItem, 菠萝火腿
harvestcraft:breadedporkchopItem, 猪排面包
harvestcraft:butteredpotatoItem, 奶油土豆
harvestcraft:tunapotatoItem, 金枪鱼土豆
harvestcraft:mashedpotatoesItem, 土豆泥
harvestcraft:loadedbakedpotatoItem, 奶油培根土豆
harvestcraft:scallionbakedpotatoItem, 青葱烤土豆
harvestcraft:garlicmashedpotatoesItem, 蒜蓉土豆泥
harvestcraft:mashedsweetpotatoesItem, 红薯泥
harvestcraft:potatocakesItem, 薯泥饼
harvestcraft:roastedpumpkinseedsItem, 烤南瓜种子
harvestcraft:saltedsunflowerseedsItem, 腌制瓜子
harvestcraft:veggiestripsItem, 蔬菜条
harvestcraft:veggiestirfryItem, 炒蔬菜
harvestcraft:roastedrootveggiemedleyItem, 蔬菜拼盘
harvestcraft:steamedpeasItem, 清蒸豌豆
harvestcraft:peasandceleryItem, 豌豆炒芹菜
harvestcraft:broccolimacItem, 西兰花意粉
harvestcraft:broccolindipItem, 蘸酱西兰花
harvestcraft:beefjerkyItem, 牛肉干
harvestcraft:spicymustardporkItem, 辛辣芥末猪肉
harvestcraft:maplesausageItem, 枫糖香肠
harvestcraft:batteredsausageItem, 炸香肠
harvestcraft:chorizoItem, 西班牙香肠
harvestcraft:pepperoniItem, 意大利香肠
harvestcraft:sausageItem, 香肠
harvestcraft:chiliItem, 辣椒酱
harvestcraft:extremechiliItem, 至尊辣椒酱
harvestcraft:asparagusquicheItem, 芦笋乳蛋饼
harvestcraft:potatoandcheesepirogiItem, 土豆芝士馅饼
harvestcraft:eggplantparmItem, 茄子帕尔马意面
harvestcraft:spicygreensItem, 辛辣蔬菜
harvestcraft:zucchinibakeItem, 烤西葫芦
harvestcraft:herbbutterparsnipsItem, 香草黄油防风草
harvestcraft:okracreoleItem, 克里奥尔秋葵
harvestcraft:ovenroastedcauliflowerItem, 烘烤花椰菜
harvestcraft:friedpecanokraItem, 炸秋葵塞核桃
harvestcraft:summersquashwithradishItem, 西葫芦炒萝卜
harvestcraft:celeryandpeanutbutterItem, 花生酱芹菜
harvestcraft:beansandriceItem, 大豆饭
harvestcraft:bamboosteamedriceItem, 竹筒蒸米
harvestcraft:steamedspinachItem, 清蒸菠菜
harvestcraft:potroastItem, 红烧牛肉
harvestcraft:lambkebabItem, 羊肉串
harvestcraft:heartybreakfastItem, 爱心早餐
harvestcraft:steakandchipsItem, 薯条牛排
harvestcraft:sundayroastItem, 周日烤肉
harvestcraft:lambwithmintsauceItem, 薄荷羊肉
harvestcraft:honeylemonlambItem, 蜜汁柠檬羔羊肉
harvestcraft:cornonthecobItem, 玉米棒
harvestcraft:creamedcornItem, 奶油玉米
harvestcraft:meatystewItem, 肉汤
harvestcraft:espressoItem, 特浓咖啡
harvestcraft:coffeeItem, 一杯咖啡
harvestcraft:coffeeconlecheItem, 牛奶咖啡
harvestcraft:teaItem, 一杯茶
harvestcraft:raspberryicedteaItem, 树莓冰茶
harvestcraft:chaiteaItem, 印度香茶
harvestcraft:hotchocolateItem, 热巧克力
harvestcraft:chocolatemilkItem, 巧克力牛奶
harvestcraft:pinacoladaItem, 冰镇果汁朗姆酒
harvestcraft:eggnogItem, 蛋酒
harvestcraft:appleciderItem, 苹果酒
harvestcraft:fruitpunchItem, 果汁潘趣酒
harvestcraft:coconutmilkItem, 椰奶
harvestcraft:soymilkItem, 豆浆
harvestcraft:cherrysodaItem, 樱桃汽水
harvestcraft:colasodaItem, 可乐汽水
harvestcraft:gingersodaItem, 姜汁汽水
harvestcraft:grapesodaItem, 葡萄汽水
harvestcraft:lemonlimesodaItem, 柠檬-酸橙汽水
harvestcraft:orangesodaItem, 橙子汽水
harvestcraft:rootbeersodaItem, 根汁汽水
harvestcraft:strawberrysodaItem, 草莓汽水
harvestcraft:grapefruitsodaItem, 葡萄柚汽水
harvestcraft:lemonaideItem, 柠檬汽水
harvestcraft:energydrinkItem, 能量饮料
harvestcraft:applejuiceItem, 苹果汁
harvestcraft:apricotjuiceItem, 杏子汁
harvestcraft:bananajuiceItem, 香蕉汁
harvestcraft:blackberryjuiceItem, 黑莓汁
harvestcraft:blueberryjuiceItem, 蓝莓汁
harvestcraft:cactusfruitjuiceItem, 仙人掌果汁
harvestcraft:carrotjuiceItem, 胡萝卜汁
harvestcraft:cherryjuiceItem, 樱桃汁
harvestcraft:cranberryjuiceItem, 蔓越莓汁
harvestcraft:figjuiceItem, 无花果汁
harvestcraft:gooseberryjuiceItem, 醋栗汁
harvestcraft:grapefruitjuiceItem, 葡萄柚汁
harvestcraft:grapejuiceItem, 葡萄汁
harvestcraft:kiwijuiceItem, 猕猴桃汁
harvestcraft:limejuiceItem, 酸橙汁
harvestcraft:mangojuiceItem, 芒果汁
harvestcraft:melonjuiceItem, 西瓜汁
harvestcraft:orangejuiceItem, 橙子汁
harvestcraft:papayajuiceItem, 木瓜汁
harvestcraft:peachjuiceItem, 桃子汁
harvestcraft:pearjuiceItem, 梨汁
harvestcraft:persimmonjuiceItem, 柿子汁
harvestcraft:plumjuiceItem, 李子汁
harvestcraft:pomegranatejuiceItem, 石榴汁
harvestcraft:raspberryjuiceItem, 树莓汁
harvestcraft:starfruitjuiceItem, 杨桃汁
harvestcraft:strawberryjuiceItem, 草莓汁
harvestcraft:applesmoothieItem, 苹果冰沙
harvestcraft:apricotsmoothieItem, 杏子冰沙
harvestcraft:bananasmoothieItem, 香蕉冰沙
harvestcraft:blackberrysmoothieItem, 黑莓冰沙
harvestcraft:blueberrysmoothieItem, 蓝莓冰沙
harvestcraft:cherrysmoothieItem, 樱桃冰沙
harvestcraft:coconutsmoothieItem, 椰奶冰沙
harvestcraft:cranberrysmoothieItem, 蔓越莓冰沙
harvestcraft:figsmoothieItem, 无花果冰沙
harvestcraft:gooseberrysmoothieItem, 醋栗冰沙
harvestcraft:grapefruitsmoothieItem, 葡萄柚冰沙
harvestcraft:grapesmoothieItem, 葡萄冰沙
harvestcraft:kiwismoothieItem, 猕猴桃冰沙
harvestcraft:lemonsmoothieItem, 柠檬冰沙
harvestcraft:limesmoothieItem, 酸橙冰沙
harvestcraft:mangosmoothieItem, 芒果冰沙
harvestcraft:melonsmoothieItem, 西瓜冰沙
harvestcraft:orangesmoothieItem, 橙子冰沙
harvestcraft:papayasmoothieItem, 木瓜冰沙
harvestcraft:peachsmoothieItem, 桃子冰沙
harvestcraft:pearsmoothieItem, 梨子冰沙
harvestcraft:persimmonsmoothieItem, 柿子沙冰
harvestcraft:plumsmoothieItem, 李子冰沙
harvestcraft:pomegranatesmoothieItem, 石榴冰沙
harvestcraft:raspberrysmoothieItem, 树莓冰沙
harvestcraft:starfruitsmoothieItem, 杨桃冰沙
harvestcraft:strawberrysmoothieItem, 草莓冰沙
harvestcraft:bananamilkshakeItem, 香蕉奶昔
harvestcraft:chocolatemilkshakeItem, 巧克力奶昔
harvestcraft:gooseberrymilkshakeItem, 醋栗奶昔
harvestcraft:strawberrymilkshakeItem, 草莓奶昔
holoinventory:Hologlasses, 全息眼镜
holoinventory:fluidRenderFakeItem, 假流体物品
IronChest:ironGoldUpgrade, 升级：铁>金
IronChest:goldDiamondUpgrade, 升级：金>钻石
IronChest:copperSteelUpgrade, 升级：铜>钢
IronChest:steelGoldUpgrade, 升级：钢>金
IronChest:copperIronUpgrade, 升级：铜>铁
IronChest:diamondCrystalUpgrade, 升级：钻石>水晶
IronChest:woodIronUpgrade, 升级：木>铁
IronChest:woodCopperUpgrade, 升级：木>铜
IronChest:diamondObsidianUpgrade, 升级：钻石>黑曜石
IronChest:obsidianNetheriteUpgrade, 升级：黑曜石>下界合金
IronChest:ironSteelUpgrade, 升级：铁>钢
IronChest:BlockIronChest:0, 铁箱子
IronChest:BlockIronChest:1, 金箱子
IronChest:BlockIronChest:2, 钻石箱子
IronChest:BlockIronChest:3, 铜箱子
IronChest:BlockIronChest:4, 钢箱子
IronChest:BlockIronChest:5, 水晶箱子
IronChest:BlockIronChest:6, 黑曜石箱子
IronChest:BlockIronChest:7, 泥箱子9000!
IronChest:BlockIronChest:8, 下界合金箱子
ironchestminecarts:minecart_chest_dirtchest9000, 泥土箱子运输矿车
ironchestminecarts:minecart_chest_iron, 铁箱子运输矿车
ironchestminecarts:minecart_chest_copper, 铜箱子运输矿车
ironchestminecarts:minecart_chest_diamond, 钻石箱子运输矿车
ironchestminecarts:minecart_chest_gold, 金箱子运输矿车
ironchestminecarts:minecart_chest_crystal, 水晶箱子运输矿车
ironchestminecarts:minecart_chest_obsidian, 黑曜石箱子运输矿车
ironchestminecarts:minecart_chest_steel, 钢箱子运输矿车
irontank:ironGoldUpgrade, 储罐升级：铁>金
irontank:goldDiamondUpgrade, 储罐升级：金>钻石
irontank:copperSilverUpgrade, 储罐升级：铜>钢
irontank:silverGoldUpgrade, 储罐升级：钢>金
irontank:copperIronUpgrade, 储罐升级：铜>铁
irontank:glassIronUpgrade, 储罐升级：玻璃>铁
irontank:glassCopperUpgrade, 储罐升级：玻璃>铜
irontank:diamondObsidianUpgrade, 储罐升级：钻石>黑曜石
irontank:diamondEmeraldUpgrade, 储罐升级：钻石>铝
irontank:silverDiamondUpgrade, 储罐升级：钢>钻石
irontank:emeraldStainlesssteelUpgrade, 储罐升级：铝>不锈钢
irontank:stainlesssteelTitaniumUpgrade, 储罐升级：不锈钢>钛
irontank:titaniumTungstensteelUpgrade, 储罐升级：钛>钨钢
irontank:ironTank, 铁储罐
irontank:goldTank, 金储罐
irontank:diamondTank, 钻石储罐
irontank:obsidianTank, 黑曜石储罐
irontank:emeraldTank, 铝储罐
irontank:copperTank, 铜储罐
irontank:silverTank, 钢储罐
irontank:stainlesssteelTank, 不锈钢储罐
irontank:titaniumTank, 钛储罐
irontank:tungstensteelTank, 钨钢储罐
JABBA:barrel, 更好的桶
JABBA:upgradeStructural:0, item.upgrade.structural.1.name
JABBA:upgradeStructural:1, item.upgrade.structural.2.name
JABBA:upgradeStructural:2, item.upgrade.structural.3.name
JABBA:upgradeStructural:3, item.upgrade.structural.4.name
JABBA:upgradeStructural:4, item.upgrade.structural.5.name
JABBA:upgradeStructural:5, item.upgrade.structural.6.name
JABBA:upgradeStructural:6, item.upgrade.structural.7.name
JABBA:upgradeCore:0, 存储升级
JABBA:upgradeCore:1, B空间升级
JABBA:upgradeCore:2, 红石升级
JABBA:upgradeCore:3, 漏斗升级
JABBA:upgradeCore:4, 存储升级+3
JABBA:upgradeCore:5, 存储升级+9
JABBA:upgradeCore:6, 存储升级+27
JABBA:upgradeCore:7, 虚空升级
JABBA:upgradeCore:8, 存储升级+81
JABBA:upgradeCore:9, 存储升级+243
JABBA:upgradeCore:10, 创造升级
JABBA:upgradeCore:11, 存储升级+729
JABBA:upgradeCore:12, 存储升级+2187
JABBA:upgradeCore:13, 存储升级+6561
JABBA:upgradeSide:0, 贴面
JABBA:upgradeSide:1, 漏斗贴面
JABBA:upgradeSide:2, 红石贴面
JABBA:mover, 手推车
JABBA:moverFolded, 手推车(折叠式)
JABBA:moverDiamond, 钻石手推车
JABBA:hammer:0, 桶锤
JABBA:hammer:1, 桶锤(谐振)
JABBA:hammer:2, 桶锤(红石)
JABBA:hammer:3, 桶锤(漏斗)
JABBA:hammer:4, 桶锤(储存)
JABBA:hammer:5, 桶锤(结构)
JABBA:hammer:6, 桶锤(虚空)
JABBA:hammer:7, 桶锤(创造)
JABBA:tuningFork, B空间音叉
lootbags:lootbag:0, §f普通礼袋
lootbags:lootbag:1, §a不同寻常的礼袋
lootbags:lootbag:2, §9稀有级礼袋
lootbags:lootbag:3, §d史诗级礼袋
lootbags:lootbag:4, §6传奇级礼袋
lootbags:loot_recycler, 礼袋回收器
lootgames:LootGamesDungeonWall:0, 地牢墙壁
lootgames:LootGamesDungeonWall:1, 地牢天花板
lootgames:LootGamesDungeonWall:2, 地牢地板
lootgames:LootGamesDungeonWall:3, 开裂的地牢墙壁
lootgames:LootGamesDungeonWall:4, 开裂的地牢天花板
lootgames:LootGamesDungeonWall:5, 开裂的地牢地板
lootgames:LootGamesDungeonWall:6, 护盾地牢地板
lootgames:LootGamesDungeonLight:0, 地牢灯
lootgames:LootGamesDungeonLight:1, 坏掉的地牢灯
lootgames:LootGamesMasterBlock, 谜题大师
lootgames:smart_subordinate, 智能助手
lootgames:board_border, 边框
lootgames:gol_activator, 游戏灯
lootgames:ms_activator, 扫雷
lootgames:sdk_activator, 数独
lootgames:gol_master, 游戏灯
lootgames:ms_master, 扫雷
lootgames:sdk_master, 数独
lootgames:GOLMasterBlock, 游戏灯
LotsOfFood:caram, 焦糖块
LotsOfFood:gateauchocoblock, 巧克力蛋糕
LotsOfFood:croppiment, 辣椒
LotsOfFood:tartetatinblock, 苹果挞
LotsOfFood:bricksucre, 白糖块
LotsOfFood:alguebloc, 海带
LotsOfFood:chocobloc, 巧克力块
LotsOfFood:chocostairs, 巧克力楼梯
LotsOfFood:caramstairs, 焦糖楼梯
LotsOfFood:sugarstairs, 白糖楼梯
